filename,Gun,Knife,Wrench,Pliers,Scissors,Gun_label,Knife_label,Wrench_label,Pliers_label,Scissors_label
N0550996.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0543289.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0572175.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0545678.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0530270.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0570313.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0549348.jpg,0.0,0.870671808719635,0.0,0.0,0.0,0,0,0,0,0
N0552534.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0556228.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0564926.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0537382.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
P00998.jpg,0.9898785948753357,0.0,0.0,0.987529993057251,0.0,1,0,0,1,0
N0558460.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0571253.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0564189.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0552880.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0529048.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0574525.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0554287.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0539565.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0553239.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0568881.jpg,0.0,0.0,0.43661725521087646,0.0,0.0,0,0,0,0,0
N0540917.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0534455.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0564728.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0561048.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0553192.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0547653.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0551811.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0568525.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
P05421.jpg,0.0,0.0,0.0,0.4024776816368103,0.0,0,0,0,1,0
N0526754.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0566819.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0561151.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0545268.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0568658.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0572545.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0561143.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0529667.jpg,0.0,0.0,0.0,0.0,0.3418682813644409,0,0,0,0,0
N0569194.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0548127.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0563501.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0530421.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0542018.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0565346.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0567229.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0557049.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0559442.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0527560.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0570483.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0562334.jpg,0.0,0.0,0.0,0.0,0.31788402795791626,0,0,0,0,0
N0576399.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0572683.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0564302.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0532335.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0540524.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
P07700.jpg,0.0,0.0,0.0,0.9791551232337952,0.0,0,0,1,1,0
N0537915.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0538096.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0539755.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0572751.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0527119.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0552245.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0536770.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0534240.jpg,0.0,0.0,0.0,0.0,0.8225897550582886,0,0,0,0,0
N0529395.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0533696.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0562039.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0534256.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0553578.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0541333.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0546157.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0544301.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0572984.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0560301.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0525455.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0525255.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0533179.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0538872.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0551321.jpg,0.0,0.0,0.0,0.4411291182041168,0.45628178119659424,0,0,0,0,0
N0559006.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0566079.jpg,0.0,0.0,0.0,0.4751357138156891,0.0,0,0,0,0,0
N0526774.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0537113.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0576709.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0563074.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
P01421.jpg,0.9797321557998657,0.0,0.0,0.0,0.0,1,0,0,0,0
N0537709.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0554986.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0555815.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0546336.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0556887.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0555216.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0527501.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0577394.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0557249.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0528064.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0546727.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0550454.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0536019.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0542408.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0556386.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0576492.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0564765.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0576641.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0548700.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0536557.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0527503.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0577386.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0562488.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0559004.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0536847.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0556833.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
N0560068.jpg,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
