filename,width,height,class,xmin,ymin,xmax,ymax
P00001.jpg,681,549,Knife,192.96400000000003,204.205,581.489,367.69599999999997
P00001.jpg,681,549,Knife,160.94799999999998,208.658,490.63199999999995,489.202
P00002.jpg,801,482,Knife,224.93099999999998,223.965,695.15,463.01
P00002.jpg,801,482,Knife,194.398,323.381,618.816,471.94699999999995
P00004.jpg,649,571,Knife,17.317999999999998,144.239,355.42400000000004,302.372
P00005.jpg,506,633,Knife,115.73100000000001,132.028,209.601,429.824
P00007.jpg,675,382,Knife,298.475,202.73,632.116,270.012
P00007.jpg,675,382,Knife,202.41400000000002,57.543,482.87800000000004,127.48100000000001
P00008.jpg,688,427,Knife,278.872,257.783,631.177,350.80300000000005
P00008.jpg,688,427,Knife,254.394,115.78,517.53,160.805
P00010.jpg,685,416,Knife,24.371,88.695,382.103,203.903
P00010.jpg,685,416,Knife,126.20700000000001,268.014,422.14099999999996,355.745
P00011.jpg,836,570,Knife,60.549,452.43300000000005,462.084,529.71
P00011.jpg,836,570,Knife,76.483,418.749,478.01800000000003,540.939
P00011.jpg,836,570,Gun,67.985,214.658,159.339,340.151
P00011.jpg,836,570,Gun,70.109,212.67700000000002,266.628,305.805
P00013.jpg,686,362,Knife,80.193,180.79,389.634,316.698
P00013.jpg,686,362,Knife,40.968,33.556999999999995,376.559,111.99799999999999
P00014.jpg,824,575,Knife,79.57300000000001,413.76,483.72,551.68
P00014.jpg,824,575,Knife,81.667,479.056,479.532,549.015
P00014.jpg,824,575,Gun,68.056,291.165,247.095,367.787
P00014.jpg,824,575,Gun,69.10300000000001,215.875,163.334,343.134
P00015.jpg,688,360,Knife,310.343,224.84400000000002,665.2710000000001,304.10200000000003
P00015.jpg,688,360,Knife,297.23,70.081,564.737,134.322
P00017.jpg,836,574,Knife,344.173,392.42199999999997,650.104,542.0740000000001
P00017.jpg,836,574,Knife,78.607,419.69199999999995,476.95599999999996,530.7669999999999
P00017.jpg,836,574,Gun,173.149,254.076,389.85,381.115
P00017.jpg,836,574,Gun,73.296,177.58700000000002,160.40200000000002,289.993
P00018.jpg,1536,714,Knife,1323.26,407.05400000000003,1536.0,483.99800000000005
P00018.jpg,1536,714,Knife,1055.88,440.148,1471.59,532.811
P00018.jpg,1536,714,Gun,1040.26,196.081,1130.04,309.428
P00018.jpg,1536,714,Gun,1010.99,253.995,1264.71,348.31300000000005
P00019.jpg,1536,611,Knife,282.999,210.275,665.535,315.76599999999996
P00019.jpg,1536,611,Knife,220.544,63.72,536.722,146.555
P00020.jpg,693,396,Knife,324.046,258.8,672.747,341.395
